barcode,collNo_Text,collector_Text,collrTeam_Text,family,genus,collectionID,infraspecies,infraspecies_Author1_Text,infraspecies_Author2_Text,photoExists,plantID,rank,species,species_Author1_Text,species_Author2_Text,CollDate_Text,Locality,Habitat,RepState1,RepState2,RepState3,RepState4,Type,PlDescr,Frequency,elevL,ElevH,ElevUnits,Endangered,Named_Place,LongDecL,LongDirL,LatDecL,LatDirL,SpecimenImageURL
295778,961,J. R. Campbell,S. Dickman,Poaceae,Distichlis,172634,null,null,null,TRUE,3693,null,spicata,33458,20295,2-Nov-17,Double Branch Bay Preserve.,Brackish prairie.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295778.jpg
295772,949,J. R. Campbell,S. Dickman,Poaceae,Eragrostis,175749,null,null,null,TRUE,3788,null,spectabilis,47761,58836,2-Nov-17,Double Branch Bay Preserve.,Sabal palmetto hammock next to brackish marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61388889,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295772.jpg
295774,964,J. R. Campbell,S. Dickman,Asteraceae,Euthamia,172629,null,null,null,TRUE,3450,null,graminifolia,33458,42596,2-Nov-17,Double Branch Bay Preserve.,Brackish marsh - flatwoods ecotone.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61527778,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295774.jpg
297388,974,J. R. Campbell,S. Dickman,Moraceae,Ficus,195238,null,null,null,TRUE,2466,null,aurea,42596,null,2-Nov-17,Double Branch Bay Preserve.,Coastal flatwoods.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/297388.jpg
295783,968,J. R. Campbell,S. Dickman,Asteraceae,Iva,172639,null,null,null,TRUE,3836,null,frutescens,33458,null,2-Nov-17,Double Branch Bay Preserve.,Salt marsh - flatwoods ecotone.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295783.jpg
295780,969,J. R. Campbell,S. Dickman,Plumbaginaceae,Limonium,172642,null,null,null,TRUE,3131,null,carolinianum,66288,3583,2-Nov-17,Double Branch Bay Preserve.,Salt marsh - flatwoods ecotone.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295780.jpg
297381,973,J. R. Campbell,S. Dickman,Asteraceae,Melanthera,195239,null,null,null,TRUE,3274,null,nivea,33458,56672,2-Nov-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/297381.jpg
295790,954,J. R. Campbell,S. Dickman,Moraceae,Morus,172636,null,null,null,TRUE,1357,null,alba,33458,null,2-Nov-17,Double Branch Bay Preserve.,Wet hammock near brackish marsh.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61388889,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295790.jpg
295777,963,J. R. Campbell,S. Dickman,Poaceae,Muhlenbergia,172635,filipes,6146,73004,TRUE,2308,var.,capillaris,31174,62945,2-Nov-17,Double Branch Bay Preserve.,Brackish prairie.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295777.jpg
295784,970,J. R. Campbell,S. Dickman,Asteraceae,Rayjacksonia,172630,null,null,null,TRUE,2919,null,phyllocephala,4386,22251,2-Nov-17,Double Branch Bay Preserve.,Salt marsh; slightly higher than surrounding areas by ca. 1 ft.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295784.jpg
297387,975,J. R. Campbell,S. Dickman,Fabaceae,Rhynchosia,195237,null,null,null,TRUE,2782,null,minima,33458,4386,2-Nov-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/297387.jpg
295892,953,J. R. Campbell,S. Dickman,Cyperaceae,Rhynchospora,175752,null,null,null,TRUE,535,null,fascicularis,38515,63931,2-Nov-17,Double Branch Bay Preserve.,Flatwoods next to service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.01138889,N,https://cdn.plantatlas.org/img/specimens/USF/295892.jpg
295791,959,J. R. Campbell,S. Dickman,Poaceae,Saccharum,172643,null,null,null,TRUE,3329,null,giganteum,66288,45461,2-Nov-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.01138889,N,https://cdn.plantatlas.org/img/specimens/USF/295791.jpg
295779,967,J. R. Campbell,S. Dickman,Asteraceae,Solidago,172641,null,null,null,TRUE,3935,null,sempervirens,33458,null,2-Nov-17,Double Branch Bay Preserve.,Salt marsh - flatwoods ecotone.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295779.jpg
295782,966,J. R. Campbell,S. Dickman,Poaceae,Spartina,172640,null,null,null,TRUE,3723,null,patens,260,40328,2-Nov-17,Double Branch Bay Preserve.,Salt marsh - flatwoods ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295782.jpg
295789,951,J. R. Campbell,S. Dickman,Anacardiaceae,Toxicodendron,172637,null,null,null,TRUE,3476,null,radicans,33458,30590,2-Nov-17,Double Branch Bay Preserve.,Sabal palmetto hammock next to brackish marsh.,Fruit,null,null,null,null,Vine.,null,null,null,null,FALSE,null,-82.61388889,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295789.jpg
295781,962,J. R. Campbell,S. Dickman,Juncaginaceae,Triglochin,172633,null,null,null,TRUE,3071,null,striata,51593,null,2-Nov-17,Double Branch Bay Preserve.,Brackish prairie.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295781.jpg
295785,972,J. R. Campbell,S. Dickman,Asteraceae,Vernonia,172645,null,null,null,TRUE,3255,null,gigantea,66288,72630,2-Nov-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/295785.jpg
305071,1260,S. Dickman,"S. Bowman, D. Testerman",Moraceae,Ficus,251392,null,null,null,TRUE,2466,null,aurea,42596,null,24-Jan-18,"Double Branch Creek Nature Preserve, Tampa.","Adjacent to fire break, coastal hammock.",null,null,null,null,null,Single plan more than 1 m tall.,null,null,null,null,FALSE,null,-82.6175,W,28.01611111,N,https://cdn.plantatlas.org/img/specimens/USF/305071.jpg
305205,1261,S. Dickman,"S. Bowman, D. Testerman, W. Izor",Araliaceae,Heptapleurum,251607,null,null,null,TRUE,null,null,actinophyllum,8116,80471,24-Jan-18,"Double Branch Creek Nature Preserve, Tampa.",null,null,null,null,null,null,"Single sterile tree ca. 6 m tall, epiphytic on and overtopping Sabal palmetto.",null,null,null,null,FALSE,null,-82.62388889,W,28.01888889,N,https://cdn.plantatlas.org/img/specimens/USF/305205.jpg
304498,1267,S. Dickman,,Malvaceae,Talipariti,250879,null,null,null,TRUE,null,null,tiliaceum,33458,17751,8-Feb-18,"Double Branch Creek Nature Preserve, Tampa; S bank of Channel 'A', near Tampa Bay.",null,null,null,null,null,null,Single sterile plant ca. 1 m tall.,null,null,null,null,FALSE,null,-82.61861111,W,27.9975,N,https://cdn.plantatlas.org/img/specimens/USF/304498.jpg
306334,1277,S. Dickman,,Poaceae,Eragrostis,253203,null,null,null,FALSE,null,null,atrovirens,6868,72185,12-Apr-18,"Double Branch Creek Preserve, Tampa; northern Tampa Bay.",Spoil island.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6025,W,27.98277778,N,
305807,1278,S. Dickman,,Cyperaceae,Rhynchospora,252780,null,null,null,FALSE,null,null,pusilla,4931,null,12-Apr-18,"Double Branch Creek Presrve, Tampa; northern Tampa Bay.",Spoil island.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6025,W,27.98277778,N,
303237,1382,S. Dickman,,Poaceae,Paspalum,247031,null,null,null,TRUE,2086,null,plicatulum,38515,null,20-Apr-20,"Double Branch Creek Nature Preserve, Tampa.",Recently burned and mowed palmetto [Serenoa repens] flatwoods.,Fertile,null,null,null,null,Single clump seen.,null,null,null,null,FALSE,null,-82.57666667,W,28.02194444,N,https://cdn.plantatlas.org/img/specimens/USF/303237.jpg
303635,1645,S. Dickman,,Phyllanthaceae,Bischofia,248743,null,null,null,TRUE,1498,null,javanica,2793,null,27-Apr-21,"Double Branch Bay Nature Preserve, Tampa.",Coastal oak hammock.,null,null,null,null,null,Three small trees seen.,null,null,null,null,FALSE,null,-82.62777778,W,28.0225,N,https://cdn.plantatlas.org/img/specimens/USF/303635.jpg
303634,1645,S. Dickman,,Phyllanthaceae,Bischofia,248744,null,null,null,TRUE,1498,null,javanica,2793,null,27-Apr-21,"Double Branch Bay Nature Preserve, Tampa.",Coastal oak hammock.,null,null,null,null,null,Three small trees seen.,null,null,null,null,FALSE,null,-82.62777778,W,28.0225,N,https://cdn.plantatlas.org/img/specimens/USF/303634.jpg
303651,1650,S. Dickman,R. Cozby,Vitaceae,Cissus,248742,null,null,null,FALSE,2798,null,trifoliata,33458,33458,23-Jun-21,"Double Branch Bay Nature Preserve, Tampa.",Mangrove islands.,null,null,null,null,null,Occasional.,null,null,null,null,FALSE,null,-82.62166667,W,28.00277778,N,
303316,1679,S. Dickman,L. Grant,Pteridaceae,Acrostichum,247737,null,null,null,TRUE,3611,null,aureum,33458,null,11-Jan-22,"Double Branch Preserve, Tampa.",Edge of flatwoods and salt marsh.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.62222222,W,28.01694444,N,https://cdn.plantatlas.org/img/specimens/USF/303316.jpg
303315,1679,S. Dickman,L. Grant,Pteridaceae,Acrostichum,247738,null,null,null,TRUE,3611,null,aureum,33458,null,11-Jan-22,"Double Branch Preserve, Tampa.",Edge of flatwoods and salt marsh.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.62222222,W,28.01694444,N,https://cdn.plantatlas.org/img/specimens/USF/303315.jpg
303297,1679,S. Dickman,L. Grant,Pteridaceae,Acrostichum,247739,null,null,null,TRUE,3611,null,aureum,33458,null,11-Jan-22,"Double Branch Preserve, Tampa.",Edge of flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.62222222,W,28.01694444,N,https://cdn.plantatlas.org/img/specimens/USF/303297.jpg
