barcode,collNo_Text,collector_Text,collrTeam_Text,family,genus,collectionID,infraspecies,infraspecies_Author1_Text,infraspecies_Author2_Text,photoExists,plantID,rank,species,species_Author1_Text,species_Author2_Text,CollDate_Text,Locality,Habitat,RepState1,RepState2,RepState3,RepState4,Type,PlDescr,Frequency,elevL,ElevH,ElevUnits,Endangered,Named_Place,LongDecL,LongDirL,LatDecL,LatDirL,SpecimenImageURL
295883,767B,J. R. Campbell,S. Dickman,Poaceae,Panicum,175759,bartowense,54635,16235,TRUE,2533,var.,dichotomiflorum,38515,null,3-Jul-17,Double Branch Bay Preserve.,Flatwoods.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61361111,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295883.jpg
295600,769,A. J. Campbell,S. Dickman,Cyperaceae,Rhynchospora,172623,null,null,null,TRUE,2568,null,globularis,4929,56672,3-Jul-17,Double Branch Bay Preserve.,Sabal palmetto hammock adjacent to flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61333333,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295600.jpg
295423,774,J. R. Campbell,S. Dickman,Samolaceae,Samolus,169664,null,null,null,TRUE,2241,null,ebracteatus,30585,null,3-Jul-17,Double Branch Bay Preserve.,Flatwoods - salt marsh ecotone.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01222222,N,https://cdn.plantatlas.org/img/specimens/USF/295423.jpg
295424,777,J. R. Campbell,S. Dickman,Samolaceae,Samolus,169670,parviflorus,48168,25122,TRUE,971,subsp.,valerandi,33458,null,3-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.615,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295424.jpg
295445,783,J. R. Campbell,S. Dickman,Cyperaceae,Schoenus,169672,null,null,null,TRUE,3637,null,nigricans,33458,null,3-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295445.jpg
295854,784,J. R. Campbell,S. Dickman,Cyperaceae,Scleria,175760,null,null,null,TRUE,2076,null,ciliata,38515,null,3-Jul-17,Double Branch Bay Preserve.,Depression marsh in coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295854.jpg
295415,780,J. R. Campbell,S. Dickman,Asteraceae,Sonchus,169675,null,null,null,TRUE,411,null,asper,33458,23629,3-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295415.jpg
295849,767,J. R. Campbell,S. Dickman,Poaceae,Steinchisma,175757,null,null,null,TRUE,3247,null,hians,8021,41118,3-Jul-17,Double Branch Bay Preserve.,"Coastal flatwoods, next to service road.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61361111,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295849.jpg
295871,775,J. R. Campbell,S. Dickman,Juncaginaceae,Triglochin,175761,null,null,null,TRUE,3071,null,striata,51593,null,3-Jul-17,Double Branch Bay Preserve.,Flatwoods - salt marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01222222,N,https://cdn.plantatlas.org/img/specimens/USF/295871.jpg
295401,779,J. R. Campbell,S. Dickman,Poaceae,Tripsacum,169677,null,null,null,TRUE,3607,null,dactyloides,33458,33458,3-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295401.jpg
295407,802,J. R. Campbell,S. Dickman,Euphorbiaceae,Acalypha,169705,null,null,null,TRUE,3571,null,gracilens,20179,null,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61333333,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295407.jpg
295394,798,J. R. Campbell,S. Dickman,Bignoniaceae,Campsis,169699,null,null,null,TRUE,925,null,radicans,33458,72113,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295394.jpg
295398,792,J. R. Campbell,S. Dickman,Fabaceae,Chamaecrista,169694,aspera,40331,25696,TRUE,3223,var.,nictitans,33458,39179,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295398.jpg
295441,808,J. R. Campbell,S. Dickman,Cyperaceae,Cladium,169725,null,null,null,TRUE,2796,null,jamaicense,5936,null,11-Jul-17,Double Branch Bay Preserve.,Depression marsh in flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61555556,W,28.01472222,N,https://cdn.plantatlas.org/img/specimens/USF/295441.jpg
295440,807,J. R. Campbell,S. Dickman,Cyperaceae,Cladium,169727,null,null,null,TRUE,2796,null,jamaicense,5936,null,11-Jul-17,Double Branch Bay Preserve.,Depression marsh in flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61555556,W,28.01472222,N,https://cdn.plantatlas.org/img/specimens/USF/295440.jpg
295412,806,J. R. Campbell,S. Dickman,Cornaceae,Cornus,169714,null,null,null,TRUE,1039,null,foemina,38796,null,11-Jul-17,Double Branch Bay Preserve; next to service road.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61555556,W,28.015278,N,https://cdn.plantatlas.org/img/specimens/USF/295412.jpg
295396,829,J. R. Campbell,S. Dickman,Asteraceae,Crassocephalum,169722,null,null,null,TRUE,321,null,crepidioides,2151,39611,11-Jul-17,Double Branch Bay Preserve; service road.,Wet flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/295396.jpg
295395,493,J. R. Campbell,S. Dickman,Euphorbiaceae,Croton,169695,septentrionalis,40760,null,TRUE,2818,var.,glandulosus,33458,null,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295395.jpg
296678,818,J. R. Campbell,,Convolvulaceae,Cuscuta,190567,null,null,null,TRUE,3446,null,pentagona,8144,null,11-Jul-17,Double Branch Bay Preserve.,"Coastal flatwoods, adjacent to halophytic prairie.",Fertile,null,null,null,null,Parasitic on Galactia elliottii.,null,null,null,null,FALSE,null,-82.61722222,W,28.015,N,https://cdn.plantatlas.org/img/specimens/USF/296678.jpg
295787,830,J. R. Campbell,S. Dickman,Cyperaceae,Cyperus,172628,null,null,null,TRUE,2372,null,ovatus,1371,null,11-Jul-17,Double Branch Bay Preserve.,Service road in flatwoods - brackish marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295787.jpg
295925,828,J. R. Campbell,S. Dickman,Cyperaceae,Cyperus,175743,null,null,null,TRUE,711,null,polystachyos,76249,null,11-Jul-17,Double Branch Bay Preserve.,Service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/295925.jpg
295400,797,J. R. Campbell,S. Dickman,Poaceae,Dactyloctenium,169691,null,null,null,TRUE,null,null,aetyptium,33458,72508,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295400.jpg
295624,810,J. R. Campbell,S. Dickman,Poaceae,Dichanthelium,172625,null,null,null,TRUE,3433,null,dichotomum,33458,19915,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61583333,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295624.jpg
295595,813,J. R. Campbell,S. Dickman,Poaceae,Dichanthelium,172626,glabrescens,20552,17442,TRUE,2824,var.,strigosum,40331,17442,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61638889,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295595.jpg
295615,809,J. R. Campbell,S. Dickman,Cyperaceae,Eleocharis,172624,null,null,null,TRUE,2931,null,cellulosa,62566,null,11-Jul-17,Double Branch Bay Preserve.,Depression marsh in coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61583333,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295615.jpg
295399,799,J. R. Campbell,S. Dickman,Euphorbiaceae,Euphorbia,169693,null,null,null,TRUE,3580,null,hyssopifolia,33458,null,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295399.jpg
296033,795,J. R. Campbell,S. Dickman,Poaceae,Eustachys,178381,null,null,null,TRUE,740,null,petraea,60210,6893,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/296033.jpg
295855,826,J. R. Campbell,S. Dickman,Cyperaceae,Fimbristylis,175742,null,null,null,TRUE,525,null,puberula,38515,63931,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295855.jpg
295410,804,J. R. Campbell,S. Dickman,Euphorbiaceae,Jatropha,169701,null,null,null,TRUE,1745,null,gossypiifolia,33458,null,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61333333,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295410.jpg
295425,817,J. R. Campbell,S. Dickman,Schizaeaceae,Lygodium,169681,null,null,null,TRUE,1638,null,microphyllum,4712,3735,11-Jul-17,Double Branch Bay Preserve.,Prairie margin between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295425.jpg
295406,812,J. R. Campbell,S. Dickman,Myrtaceae,Melaleuca,169708,null,null,null,TRUE,46,null,quinquenervia,4712,2703,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61638889,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295406.jpg
295868,803,J. R. Campbell,S. Dickman,Meliaceae,Melia,175741,null,null,null,TRUE,1691,null,azedarach,33458,null,11-Jul-17,Double Branch Bay Preserve.,"Coastal flatwoods, burned 1 year ago.",null,null,null,null,null,Small tree 8 ft. tall.,null,null,null,null,FALSE,null,-82.61333333,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295868.jpg
295413,816,J. R. Campbell,S. Dickman,Asteraceae,Mikania,169713,null,null,null,TRUE,3395,null,scandens,33458,68343,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61722222,W,28.015,N,https://cdn.plantatlas.org/img/specimens/USF/295413.jpg
295443,794,J. R. Campbell,S. Dickman,Vitaceae,Nekemias,169719,null,null,null,TRUE,980,null,arborea,33458,77081,11-Jul-17,Double Branch Bay Preserve; next to service road.,Flatwoods.,Bud,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295443.jpg
295393,796,J. R. Campbell,S. Dickman,Onagraceae,Oenothera,169697,null,null,null,TRUE,3271,null,simulans,56672,73989,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61194444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295393.jpg
295403,823,J. R. Campbell,S. Dickman,Poaceae,Paspalum,169685,null,null,null,TRUE,2780,null,vaginatum,60210,null,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295403.jpg
295411,811,J. R. Campbell,S. Dickman,Polygonaceae,Persicaria,169716,null,null,null,TRUE,3909,null,hydropiperoides,38515,56672,11-Jul-17,Double Branch Bay Preserve; next to service road.,"Inundated depression, coastal flatwoods.",Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61611111,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295411.jpg
295402,801,J. R. Campbell,S. Dickman,Phytolaccaceae,Phytolacca,169703,null,null,null,TRUE,3668,null,americana,33458,null,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61333333,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295402.jpg
295392,831,J. R. Campbell,S. Dickman,Turneraceae,Piriqueta,169712,caroliniana,66288,778,TRUE,821,subsp.,cistoides,33458,20552,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295392.jpg
295599,814,J. R. Campbell,S. Dickman,Cyperaceae,Rhynchospora,172627,null,null,null,TRUE,726,null,colorata,33458,45771,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295599.jpg
295397,825,J. R. Campbell,S. Dickman,Poaceae,Sacciolepis,169683,null,null,null,TRUE,3534,null,striata,33458,41118,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295397.jpg
295405,805,J. R. Campbell,S. Dickman,Sapotaceae,Sideroxylon,169709,null,null,null,TRUE,2913,null,celastrinum,30585,45180,11-Jul-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61361111,W,28.01361111,N,https://cdn.plantatlas.org/img/specimens/USF/295405.jpg
295390,824,J. R. Campbell,S. Dickman,Solanaceae,Solanum,169682,null,null,null,TRUE,870,null,americanum,38796,null,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295390.jpg
295409,821,J. R. Campbell,S. Dickman,Poaceae,Spartina,169684,null,null,null,TRUE,3723,null,patens,260,40328,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295409.jpg
295404,822,J. R. Campbell,S. Dickman,Poaceae,Spartina,169689,null,null,null,TRUE,851,null,spartinae,62945,72859,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295404.jpg
295408,819,J. R. Campbell,S. Dickman,Poaceae,Sporobolus,169687,null,null,null,TRUE,885,null,virginicus,33458,30585,11-Jul-17,Double Branch Bay Preserve.,Prairie between flatwoods and salt marsh.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295408.jpg
295448,820,J. R. Campbell,S. Dickman,Asteraceae,Symphyotrichum,169723,null,null,null,TRUE,3916,null,tenuifolium,33458,41582,11-Jul-17,Double Branch Bay Preserve.,Brackish marsh.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01416667,N,https://cdn.plantatlas.org/img/specimens/USF/295448.jpg
295391,800,J. R. Campbell,S. Dickman,Zygophyllaceae,Tribulus,169690,null,null,null,TRUE,null,null,terristris,33458,null,11-Jul-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61222222,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295391.jpg
295764,868,J. R. Campbell,,Fabaceae,Aeschynomene,172666,null,null,null,TRUE,2805,null,americana,33458,null,3-Oct-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Flower,Fruit,null,null,null,null,null,null,null,null,FALSE,null,-82.61388889,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295764.jpg
295752,879,J. R. Campbell,,Poaceae,Amphicarpum,172656,null,null,null,TRUE,3772,null,muehlenbergianum,54174,23811,3-Oct-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01555556,N,https://cdn.plantatlas.org/img/specimens/USF/295752.jpg
295766,873,J. R. Campbell,null,Asteraceae,Baccharis,172663,null,null,null,TRUE,2031,null,angustifolia,38515,null,3-Oct-17,Double Branch Bay Preserve; service road.,Brackish marsh.,Bud,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295766.jpg
295769,869,J. R. Campbell,,Poaceae,Echinochloa,172668,null,null,null,TRUE,1550,null,colona,33458,33441,3-Oct-17,Double Branch Bay Preserve; service road.,null,Fertile,null,null,null,null,Weedy grass.,null,null,null,null,FALSE,null,-82.61388889,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295769.jpg
295767,870,J. R. Campbell,,Poaceae,Echinochloa,172667,null,null,null,TRUE,3786,null,walteri,47761,22917,3-Oct-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61388889,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295767.jpg
295765,874,J. R. Campbell,,Cyperaceae,Eleocharis,172662,null,null,null,TRUE,2931,null,cellulosa,62566,null,3-Oct-17,Double Branch Bay Preserve; service road.,Flatwoods - salt marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295765.jpg
295751,880,J. R. Campbell,,Cyperaceae,Fimbristylis,172657,null,null,null,TRUE,1307,null,cymosa,3735,null,3-Oct-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.6175,W,28.01555556,N,https://cdn.plantatlas.org/img/specimens/USF/295751.jpg
295775,866,J. R. Campbell,,Cyperaceae,Fimbristylis,172670,null,null,null,TRUE,187,null,schoenoides,49458,63931,3-Oct-17,Double Branch Bay Preserve; service road.,Next to overgrown flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61305556,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295775.jpg
295878,877,J. R. Campbell,null,Cyperaceae,Fuirena,175762,null,null,null,TRUE,2419,null,breviseta,5878,5878,3-Oct-17,Double Branch Bay Preserve.,Flatwoods - salt marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61527778,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295878.jpg
295756,890,J. R. Campbell,,Clusiaceae,Hypericum,172649,null,null,null,TRUE,1028,null,cistifolium,31174,null,3-Oct-17,Double Branch Bay Preserve; near service road.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295756.jpg
295768,867,J. R. Campbell,,Clusiaceae,Hypericum,172671,null,null,null,TRUE,654,null,tetrapetalum,31174,null,3-Oct-17,Double Branch Bay Preserve; service road.,Overgrown flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61305556,W,28.01277778,N,https://cdn.plantatlas.org/img/specimens/USF/295768.jpg
295754,878,J. R. Campbell,,Lamiaceae,Hyptis,172653,null,null,null,TRUE,2859,null,alata,48168,55639,3-Oct-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61555556,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295754.jpg
295747,871,J. R. Campbell,,Asteraceae,Liatris,172672,null,null,null,TRUE,4187,null,savannensis,72748,null,3-Oct-17,Double Branch Bay Preserve; next to service road.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.0125,N,https://cdn.plantatlas.org/img/specimens/USF/295747.jpg
295755,875,J. R. Campbell,,Solanaceae,Lycium,172665,null,null,null,TRUE,3149,null,carolinianum,66288,null,3-Oct-17,Double Branch Bay Preserve; service road.,Brackish marsh.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61472222,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/295755.jpg
295902,885,J. R. Campbell,,Phyllanthaceae,Phyllanthus,175763,null,null,null,TRUE,1676,null,urinaria,33458,null,3-Oct-17,Double Branch Bay Preserve.,Flatwoods.,Fertile,null,null,null,null,Abundant in areas burned 1.5 years ago.,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295902.jpg
295771,888,J. R. Campbell,,Cyperaceae,Rhynchospora,172654,null,null,null,TRUE,2106,null,nitens,63931,20179,3-Oct-17,Double Branch Bay Preserve.,Coastal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61555556,W,28.01305556,N,https://cdn.plantatlas.org/img/specimens/USF/295771.jpg
295758,883,J. R. Campbell,,Poaceae,Schizachyrium,172648,null,null,null,TRUE,4891,null,stoloniferum,41118,null,3-Oct-17,Double Branch Bay Preserve.,Flatwoods - brackish marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295758.jpg
295763,884,J. R. Campbell,,Fabaceae,Sesbania,172659,null,null,null,TRUE,2920,null,herbacea,38796,37654,3-Oct-17,Double Branch Bay Preserve; service road.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295763.jpg
295761,887,A. J. Campbell,,Fabaceae,Sesbania,172652,null,null,null,TRUE,2379,null,vesicaria,26066,8021,3-Oct-17,Double Branch Bay Preserve; near service road.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295761.jpg
295762,886,J. R. Campbell,,Smilacaceae,Smilax,172650,null,null,null,TRUE,3841,null,tamnoides,33458,null,3-Oct-17,Double Branch Bay Preserve; near service road.,Coastal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295762.jpg
295749,876,J. R. Campbell,,Poaceae,Stenotaphrum,172673,null,null,null,TRUE,3754,null,secundatum,66288,30590,3-Oct-17,Double Branch Bay Preserve.,Flatwoods - brackish marsh ecotone.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61527778,W,28.012722,N,https://cdn.plantatlas.org/img/specimens/USF/295749.jpg
295753,881,J. R. Campbell,,Asteraceae,Verbesina,172651,null,null,null,TRUE,3454,null,virginica,33458,null,3-Oct-17,Double Branch Bay Preserve; near service road.,Coastal flatwoods.,Flower,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61888889,W,28.01638889,N,https://cdn.plantatlas.org/img/specimens/USF/295753.jpg
295895,957,J. R. Campbell,S. Dickman,Poaceae,Andropogon,175751,glaucopsis,8021,39233,TRUE,3281,var.,glomeratus,66288,71751,2-Nov-17,Double Branch Bay Preserve.,Coatal flatwoods.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.01138889,N,https://cdn.plantatlas.org/img/specimens/USF/295895.jpg
295891,958,J. R. Campbell,S. Dickman,Poaceae,Andropogon,175753,null,null,null,TRUE,null,null,virginicus,33458,null,2-Nov-17,Double Branch Bay Preserve.,Flatwoods next to service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.01138889,N,https://cdn.plantatlas.org/img/specimens/USF/295891.jpg
295896,955,J. R. Campbell,S. Dickman,Poaceae,Andropogon,175754,null,null,null,TRUE,null,null,virginicus,33458,null,2-Nov-17,Double Branch Bay Preserve.,Flatwoods next to service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61444444,W,28.01138889,N,https://cdn.plantatlas.org/img/specimens/USF/295896.jpg
295792,952,J. R. Campbell,S. Dickman,Rhamnaceae,Berchemia,172638,null,null,null,TRUE,3800,null,scandens,23629,29442,2-Nov-17,Double Branch Bay Preserve.,Sabal palmetto hammock next to brackish marsh.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61388889,W,28.01111111,N,https://cdn.plantatlas.org/img/specimens/USF/295792.jpg
295776,947,J. R. Campbell,S. Dickman,Cyperaceae,Cyperus,172631,null,null,null,TRUE,21,null,brevifolius,76249,74740,2-Nov-17,Double Branch Bay Preserve.,Service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61166667,W,28.01222222,N,https://cdn.plantatlas.org/img/specimens/USF/295776.jpg
295786,946,J. R. Campbell,S. Dickman,Cyperaceae,Cyperus,172632,null,null,null,TRUE,1464,null,difformis,33458,null,2-Nov-17,Double Branch Bay Preserve.,Service road.,Fertile,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61166667,W,28.01222222,N,https://cdn.plantatlas.org/img/specimens/USF/295786.jpg
295746,971,J. R. Campbell,S. Dickman,Fabaceae,Desmodium,175750,null,null,null,TRUE,3396,null,paniculatum,33458,4386,2-Nov-17,Double Branch Bay Preserve.,Coatal flatwoods.,Fruit,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61694444,W,28.01444444,N,https://cdn.plantatlas.org/img/specimens/USF/295746.jpg
297386,976,J. R. Campbell,S. Dickman,Poaceae,Distichlis,195236,null,null,null,TRUE,856,null,littoralis,8144,76232,2-Nov-17,Double Branch Bay Preserve.,Brackish marsh.,null,null,null,null,null,null,null,null,null,null,FALSE,null,-82.61861111,W,28.01194444,N,https://cdn.plantatlas.org/img/specimens/USF/297386.jpg
